data,temp_max,temp_min,temp_media,umid_max,umid_min,umid_mediana,rad_min,rad_max,rad_mediana,vento_raj_max,vento_vel_media,precipitacao_total,temp_inst_faltantes_pct,umidade_faltantes_pct,radiacao_faltantes_pct,vento_vel_faltantes_pct,precipitacao_faltantes_pct,valor_loja_02
2020-01-01,31.5,24.3,27.3,90.0,53.0,75.0,9.9,2779.0,1608.6,10.7,1.91,0.0,0.0%,0.0%,37.5%,0.0%,0.0%,
2020-01-02,29.2,20.3,24.38,81.0,42.0,67.0,10.0,3054.2,1849.4,12.0,4.01,0.0,0.0%,0.0%,37.5%,0.0%,0.0%,
2020-01-03,29.3,18.5,23.28,87.0,43.0,67.0,7.0,3630.3,1998.9,13.1,3.48,0.0,0.0%,0.0%,37.5%,0.0%,0.0%,
2020-01-04,30.4,19.8,24.39,89.0,46.0,67.5,8.6,3775.1,2262.9,9.1,3.1,0.0,0.0%,0.0%,37.5%,0.0%,0.0%,
2020-01-05,32.5,18.8,25.22,93.0,37.0,68.0,8.8,3814.0,1389.6,10.0,2.42,0.0,0.0%,0.0%,37.5%,0.0%,0.0%,
2020-01-06,35.9,21.3,27.55,84.0,36.0,63.5,0.1,3244.2,934.9,19.9,2.3,4.0,0.0%,0.0%,37.5%,0.0%,0.0%,
2020-01-07,30.8,20.7,24.83,96.0,28.0,54.0,45.5,3645.1,2379.3,6.2,1.18,0.0,0.0%,4.17%,41.67%,0.0%,0.0%,
2020-01-08,32.7,16.8,24.43,93.0,37.0,67.5,9.3,3669.4,2183.3,9.6,2.09,0.0,0.0%,0.0%,37.5%,0.0%,0.0%,
2020-01-09,36.0,19.5,26.29,98.0,45.0,74.0,7.8,3322.8,1537.9,17.5,1.75,38.0,0.0%,0.0%,37.5%,0.0%,0.0%,
2020-01-10,33.3,21.0,25.02,98.0,62.0,95.5,2.7,3651.5,342.7,15.6,2.0,84.4,0.0%,0.0%,37.5%,0.0%,0.0%,
2020-01-11,30.4,21.1,24.99,97.0,61.0,86.0,0.4,3053.1,1600.05,9.8,1.65,0.2,0.0%,0.0%,33.33%,0.0%,0.0%,
2020-01-12,31.1,22.8,26.51,95.0,44.0,82.5,7.9,3727.1,2121.4,8.5,2.01,0.0,0.0%,0.0%,37.5%,0.0%,0.0%,
2020-01-13,31.0,19.6,25.24,92.0,38.0,69.5,3.0,3781.9,2266.1,9.7,2.66,0.0,0.0%,0.0%,37.5%,0.0%,0.0%,
2020-01-14,34.0,18.9,25.0,96.0,54.0,77.5,3.5,3693.9,1759.4,9.4,2.45,7.8,0.0%,0.0%,37.5%,0.0%,0.0%,
2020-01-15,34.4,23.1,26.79,98.0,53.0,92.0,3.2,2789.7,999.2,11.3,1.73,42.6,0.0%,0.0%,41.67%,0.0%,0.0%,
2020-01-16,24.8,19.3,22.62,98.0,48.0,88.0,0.5,2501.4,605.7,8.9,2.09,5.0,0.0%,0.0%,29.17%,0.0%,0.0%,
2020-01-17,25.1,13.0,19.74,97.0,44.0,72.0,2.0,3783.6,2211.8,8.5,2.1,0.0,0.0%,0.0%,37.5%,0.0%,0.0%,
2020-01-18,29.1,15.8,21.81,87.0,56.0,74.0,43.9,3720.4,2347.9,7.9,2.28,0.0,0.0%,0.0%,41.67%,0.0%,0.0%,
2020-01-19,32.8,19.7,25.46,93.0,53.0,78.0,0.1,3667.8,2058.5,5.5,1.56,0.0,0.0%,0.0%,37.5%,0.0%,0.0%,
2020-01-20,33.1,21.7,26.48,95.0,58.0,87.0,0.3,2754.4,1488.2,14.1,1.64,7.0,0.0%,0.0%,41.67%,0.0%,0.0%,
2020-01-21,29.0,21.5,23.86,97.0,60.0,92.5,0.3,2037.1,880.2,14.1,1.49,27.8,0.0%,0.0%,37.5%,0.0%,0.0%,
2020-01-22,26.0,20.1,21.93,98.0,63.0,94.0,1.7,2565.6,546.0,8.6,2.48,32.0,0.0%,0.0%,37.5%,0.0%,0.0%,
2020-01-23,28.3,18.8,23.02,94.0,54.0,80.0,43.4,3385.2,2243.7,11.2,2.55,0.0,0.0%,0.0%,41.67%,0.0%,0.0%,
2020-01-24,28.0,17.3,22.69,97.0,48.0,79.5,38.3,3865.4,2365.4,8.8,2.22,0.0,0.0%,0.0%,41.67%,0.0%,0.0%,
2020-01-25,31.6,16.2,23.32,98.0,33.0,79.0,47.3,3510.9,2377.4,4.8,0.95,0.0,0.0%,0.0%,41.67%,0.0%,0.0%,
2020-01-26,33.8,18.9,25.82,94.0,43.0,69.0,23.9,3490.2,2088.4,5.5,1.02,0.0,0.0%,0.0%,41.67%,0.0%,0.0%,
2020-01-27,31.7,22.0,26.77,91.0,36.0,67.0,34.4,3743.1,1478.85,9.6,1.4,0.0,0.0%,0.0%,41.67%,0.0%,0.0%,
2020-01-28,29.6,19.3,24.27,90.0,56.0,71.0,29.4,3690.8,2274.0,8.7,2.45,0.0,0.0%,0.0%,41.67%,0.0%,0.0%,
2020-01-29,29.8,21.2,24.32,97.0,59.0,82.5,8.0,2942.1,905.0,6.3,1.38,2.4,0.0%,0.0%,41.67%,0.0%,0.0%,
2020-01-30,30.2,22.5,25.46,89.0,57.0,75.0,14.7,2466.4,1150.0,7.9,1.71,0.0,0.0%,4.17%,41.67%,0.0%,0.0%,
2020-01-31,30.3,21.2,24.49,97.0,45.0,86.0,0.4,3415.0,1414.5,6.0,1.25,4.4,0.0%,0.0%,37.5%,0.0%,0.0%,
2020-02-01,29.6,19.0,23.68,98.0,43.0,82.0,22.1,3765.9,2096.2,6.5,1.83,0.0,0.0%,0.0%,41.67%,0.0%,0.0%,
2020-02-02,30.9,18.6,24.18,97.0,40.0,83.5,40.0,3678.2,2107.8,7.6,1.9,0.0,0.0%,0.0%,41.67%,0.0%,0.0%,
2020-02-03,31.0,21.2,25.51,94.0,56.0,77.0,29.5,3628.3,1860.1,7.9,2.14,0.0,0.0%,0.0%,41.67%,0.0%,0.0%,
2020-02-04,31.7,20.5,25.95,93.0,51.0,70.0,25.4,3598.7,2251.3,10.0,2.7,0.0,0.0%,0.0%,41.67%,0.0%,0.0%,
2020-02-05,33.9,21.1,27.05,94.0,46.0,68.0,22.2,3498.2,1900.7,9.1,2.59,0.0,0.0%,4.17%,41.67%,0.0%,0.0%,
2020-02-06,33.9,21.7,27.9,95.0,50.0,74.0,19.3,3078.5,2211.3,7.2,1.98,0.0,0.0%,0.0%,41.67%,0.0%,0.0%,
2020-02-07,33.5,22.8,27.64,96.0,52.0,73.5,27.0,3603.3,2075.2,6.7,2.21,0.0,0.0%,0.0%,41.67%,0.0%,0.0%,
2020-02-08,34.8,22.6,28.19,97.0,46.0,76.0,38.7,3190.1,1872.8,15.2,1.65,12.2,0.0%,0.0%,41.67%,0.0%,0.0%,
2020-02-09,29.1,21.3,24.75,96.0,46.0,79.5,20.6,3101.7,1786.1,9.0,2.72,0.0,0.0%,0.0%,41.67%,0.0%,0.0%,
2020-02-10,27.4,17.1,22.21,90.0,39.0,69.0,17.8,3591.1,2243.95,9.9,2.35,0.0,0.0%,0.0%,41.67%,0.0%,0.0%,
2020-02-11,28.8,16.0,21.92,95.0,37.0,71.0,21.7,3601.0,2190.0,7.8,2.41,0.0,0.0%,4.17%,41.67%,0.0%,0.0%,
2020-02-12,29.9,17.1,22.89,93.0,49.0,67.5,18.1,3596.2,2215.25,8.8,2.71,0.0,0.0%,0.0%,41.67%,0.0%,0.0%,
2020-02-13,33.9,18.5,25.06,95.0,41.0,71.5,12.3,3598.0,1454.55,9.4,2.27,0.0,0.0%,0.0%,41.67%,0.0%,0.0%,
2020-02-14,29.9,19.4,25.93,92.0,51.0,60.0,8.6,1450.3,890.9,10.4,1.98,0.0,0.0%,0.0%,41.67%,0.0%,0.0%,
2020-02-15,32.6,21.4,25.57,93.0,52.0,76.0,10.2,2477.9,1187.25,8.4,1.69,0.0,0.0%,4.17%,41.67%,0.0%,0.0%,
2020-02-16,33.3,21.0,26.19,96.0,53.0,79.0,3.0,3449.8,1065.45,10.2,1.6,17.6,0.0%,0.0%,41.67%,0.0%,0.0%,
2020-02-17,33.0,23.0,26.37,93.0,57.0,80.5,12.1,2110.7,651.25,8.3,1.82,0.2,0.0%,0.0%,41.67%,0.0%,0.0%,
2020-02-18,31.1,20.0,25.47,97.0,59.0,79.5,5.9,1462.4,192.4,11.0,2.27,18.4,0.0%,0.0%,41.67%,0.0%,0.0%,
2020-02-19,28.9,18.4,23.21,98.0,47.0,82.5,3.8,3620.7,2189.35,6.8,1.13,0.0,0.0%,0.0%,41.67%,0.0%,0.0%,
2020-02-20,29.5,15.5,22.39,98.0,46.0,76.5,7.5,3609.7,2076.1,8.1,1.31,0.0,0.0%,0.0%,41.67%,0.0%,0.0%,
2020-02-21,23.9,14.5,19.28,93.0,35.0,60.0,5.1,3557.8,2258.35,9.5,2.16,0.0,0.0%,0.0%,41.67%,0.0%,0.0%,
2020-02-22,23.0,9.4,15.98,96.0,37.0,69.0,4.5,3669.4,679.9,7.4,1.55,0.0,0.0%,0.0%,12.5%,0.0%,0.0%,
2020-02-23,27.3,11.4,18.74,98.0,39.0,77.5,4.1,3579.9,2165.9,9.4,1.88,0.0,0.0%,0.0%,41.67%,0.0%,0.0%,
2020-02-24,32.9,15.2,23.33,96.0,41.0,69.5,6.5,3150.1,1665.05,8.3,1.9,0.0,0.0%,0.0%,41.67%,0.0%,0.0%,
2020-02-25,32.7,20.2,25.4,93.0,35.0,73.0,62.7,3358.3,1965.2,6.5,1.05,0.0,0.0%,0.0%,45.83%,0.0%,0.0%,
2020-02-26,27.9,17.7,21.74,96.0,31.0,77.5,1.2,3560.1,1220.1,9.2,2.01,3.2,0.0%,0.0%,37.5%,0.0%,0.0%,
2020-02-27,28.5,12.8,20.65,97.0,34.0,69.0,7.1,3583.6,1995.4,5.4,1.2,0.0,0.0%,0.0%,37.5%,0.0%,0.0%,
2020-02-28,30.0,14.1,21.51,97.0,27.0,71.0,45.1,3457.3,2158.4,8.5,1.38,0.0,0.0%,4.17%,45.83%,0.0%,0.0%,
2020-02-29,31.0,13.7,21.65,96.0,26.0,76.5,39.2,3441.0,2177.6,8.4,1.4,0.0,0.0%,0.0%,45.83%,0.0%,0.0%,
2020-03-01,31.1,13.0,22.52,97.0,29.0,61.5,38.7,3458.8,2170.8,7.8,1.65,0.0,0.0%,0.0%,45.83%,0.0%,0.0%,
2020-03-02,30.4,17.3,23.3,95.0,36.0,66.0,37.3,3448.8,2174.1,8.6,2.4,0.0,0.0%,0.0%,45.83%,0.0%,0.0%,
2020-03-03,30.7,16.3,23.16,96.0,34.0,66.0,0.7,3436.3,1950.8,9.9,2.15,0.0,0.0%,0.0%,37.5%,0.0%,0.0%,
2020-03-04,29.4,15.6,22.15,97.0,42.0,75.0,10.0,3457.2,1340.45,7.4,1.9,0.0,0.0%,0.0%,41.67%,0.0%,0.0%,
2020-03-05,28.9,15.8,21.96,95.0,31.0,66.0,40.1,3510.0,2147.9,8.8,2.36,0.0,0.0%,4.17%,45.83%,0.0%,0.0%,
2020-03-06,31.8,17.1,23.27,95.0,31.0,67.0,28.5,3395.5,2122.6,8.2,2.55,0.0,0.0%,0.0%,45.83%,0.0%,0.0%,
2020-03-07,32.5,17.4,23.98,93.0,40.0,70.0,18.1,3300.2,1567.55,10.2,2.49,0.0,0.0%,0.0%,41.67%,0.0%,0.0%,
2020-03-08,34.8,18.3,25.76,96.0,28.0,65.0,0.3,3291.7,232.6,6.1,1.58,0.0,0.0%,4.17%,4.17%,0.0%,0.0%,
2020-03-09,36.4,16.6,25.8,95.0,25.0,67.5,2.5,3190.2,1730.9,6.3,1.17,0.0,0.0%,0.0%,37.5%,0.0%,0.0%,
2020-03-10,35.2,17.1,25.96,89.0,36.0,61.5,0.4,3117.7,1752.6,9.8,2.22,0.0,0.0%,0.0%,41.67%,0.0%,0.0%,
2020-03-11,34.4,20.5,25.91,94.0,40.0,74.5,14.9,3186.7,2007.0,10.2,2.65,0.0,0.0%,0.0%,45.83%,0.0%,0.0%,
2020-03-12,38.7,19.5,28.02,96.0,22.0,62.0,26.2,3103.2,1517.6,10.3,1.59,0.0,0.0%,0.0%,45.83%,0.0%,0.0%,
2020-03-13,38.5,19.3,27.82,89.0,26.0,67.0,1.3,3138.8,1745.75,6.5,1.46,0.0,0.0%,0.0%,41.67%,0.0%,0.0%,
2020-03-14,40.4,21.6,29.43,97.0,23.0,63.0,0.3,3056.0,1136.5,9.8,1.96,0.0,0.0%,0.0%,29.17%,0.0%,0.0%,
2020-03-15,31.3,21.3,25.4,98.0,50.0,78.0,2.4,2550.5,514.1,10.6,2.4,24.4,0.0%,0.0%,41.67%,0.0%,0.0%,
2020-03-16,23.6,20.4,21.75,95.0,77.0,89.5,29.3,1069.8,634.85,7.5,2.5,0.2,0.0%,0.0%,50.0%,0.0%,0.0%,
2020-03-17,29.8,17.7,22.39,96.0,55.0,84.5,11.4,3168.2,1582.0,8.9,2.55,0.0,0.0%,0.0%,45.83%,0.0%,0.0%,
2020-03-18,29.6,20.1,24.18,97.0,65.0,82.5,0.7,2805.8,1136.6,10.8,2.14,6.2,0.0%,0.0%,41.67%,0.0%,0.0%,
2020-03-19,29.3,21.3,24.45,94.0,38.0,82.0,0.6,2928.1,214.35,8.7,1.2,0.0,0.0%,0.0%,8.33%,0.0%,0.0%,
2020-03-20,25.6,16.3,20.22,90.0,51.0,72.0,6.7,2970.6,1302.3,8.1,1.48,0.0,0.0%,4.17%,45.83%,0.0%,0.0%,
2020-03-21,28.8,13.6,20.5,98.0,39.0,86.0,18.6,2753.1,1663.55,8.6,1.55,0.0,0.0%,0.0%,41.67%,0.0%,0.0%,
2020-03-22,30.7,14.2,22.28,98.0,37.0,71.0,3.9,3186.7,1712.65,8.9,1.93,0.0,0.0%,0.0%,41.67%,0.0%,0.0%,
2020-03-23,32.6,18.3,24.4,96.0,38.0,67.5,1.5,3084.1,1110.55,7.9,2.06,0.0,0.0%,0.0%,33.33%,0.0%,0.0%,
2020-03-24,34.5,17.8,25.73,95.0,26.0,62.5,13.6,3034.8,1869.0,6.4,1.92,0.0,0.0%,0.0%,45.83%,0.0%,0.0%,
2020-03-25,33.7,16.4,24.69,97.0,30.0,58.5,0.4,2914.8,1147.7,6.0,1.55,0.0,0.0%,0.0%,37.5%,0.0%,0.0%,
2020-03-26,32.9,16.2,24.37,93.0,30.0,59.0,11.4,2998.9,1402.5,6.9,1.51,0.0,0.0%,0.0%,45.83%,0.0%,0.0%,
2020-03-27,32.5,17.7,24.46,96.0,37.0,66.0,5.0,2975.8,1157.2,8.2,1.98,0.0,0.0%,0.0%,45.83%,0.0%,0.0%,
2020-03-28,34.5,19.6,25.88,93.0,30.0,65.5,2.0,2584.4,1104.4,8.4,1.98,0.0,0.0%,0.0%,45.83%,0.0%,0.0%,
2020-03-29,30.6,20.0,24.04,97.0,55.0,84.5,35.6,2564.1,1015.65,4.3,1.2,4.6,0.0%,0.0%,50.0%,0.0%,0.0%,
2020-03-30,34.1,20.0,25.02,98.0,44.0,90.0,7.8,3025.6,1244.5,8.1,1.2,0.0,4.17%,4.17%,45.83%,4.17%,4.17%,
2020-03-31,32.7,19.7,25.62,92.0,38.0,73.5,0.9,2944.6,347.9,8.3,1.83,0.0,8.33%,8.33%,12.5%,8.33%,8.33%,
2020-04-01,32.5,20.6,25.71,94.0,48.0,74.0,11.5,2864.9,60.2,11.0,2.36,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,
2020-04-02,27.8,19.7,24.02,86.0,32.0,74.5,18.5,2355.2,31.7,11.2,2.08,0.0,0.0%,0.0%,4.17%,0.0%,0.0%,
2020-04-03,24.1,12.9,17.8,76.0,45.0,67.0,2.7,2633.6,1116.8,8.0,1.62,0.0,0.0%,4.17%,45.83%,0.0%,0.0%,
2020-04-04,26.9,9.7,17.75,98.0,33.0,77.0,5.3,2961.7,1815.3,7.3,1.0,0.0,0.0%,0.0%,45.83%,0.0%,0.0%,
2020-04-05,30.3,10.0,19.28,97.0,30.0,70.5,3.8,2928.4,1807.1,7.1,1.38,0.0,0.0%,0.0%,45.83%,0.0%,0.0%,
2020-04-06,26.1,16.5,20.13,97.0,50.0,81.0,15.3,1800.2,761.1,5.9,1.32,22.6,0.0%,0.0%,50.0%,0.0%,0.0%,
2020-04-07,21.7,8.9,16.33,93.0,25.0,57.0,4.3,3036.7,1891.9,8.2,1.89,0.0,0.0%,0.0%,45.83%,0.0%,0.0%,
2020-04-08,21.5,6.5,13.21,97.0,35.0,73.0,11.2,2882.8,1323.4,6.2,1.23,0.0,0.0%,0.0%,50.0%,0.0%,0.0%,
2020-04-09,22.8,7.6,14.33,98.0,43.0,83.5,2.0,2436.8,1514.5,8.1,1.06,0.0,0.0%,0.0%,45.83%,0.0%,0.0%,
2020-04-10,23.1,9.6,15.88,97.0,45.0,79.5,8.4,2727.8,1599.7,6.4,1.08,0.0,0.0%,0.0%,45.83%,0.0%,0.0%,
2020-04-11,24.2,10.1,16.58,98.0,44.0,84.5,0.9,2919.7,1446.2,8.0,1.51,0.0,0.0%,0.0%,45.83%,0.0%,0.0%,
2020-04-12,25.9,9.3,17.28,98.0,40.0,79.5,0.5,2853.4,910.3,7.1,1.67,0.0,0.0%,0.0%,45.83%,0.0%,0.0%,
2020-04-13,31.4,14.4,20.84,98.0,29.0,70.0,2.8,2648.6,1323.2,7.7,1.7,0.0,0.0%,4.17%,45.83%,0.0%,0.0%,
2020-04-14,23.0,13.4,16.81,91.0,52.0,73.0,6.6,1109.5,650.75,9.4,1.92,0.0,0.0%,0.0%,50.0%,0.0%,0.0%,
2020-04-15,22.9,11.0,15.95,80.0,26.0,57.0,2.4,2858.4,1829.8,8.9,1.63,0.0,0.0%,0.0%,50.0%,0.0%,0.0%,
2020-04-16,23.8,8.0,15.96,91.0,36.0,58.5,2.6,2790.3,1674.25,6.8,1.35,0.0,0.0%,0.0%,50.0%,0.0%,0.0%,
2020-04-17,25.3,10.8,17.38,98.0,44.0,75.5,1.7,2516.0,1553.55,7.1,1.22,0.0,0.0%,0.0%,50.0%,0.0%,0.0%,
2020-04-18,25.8,14.0,18.39,98.0,43.0,78.0,0.7,2695.1,1094.7,9.0,2.0,0.0,0.0%,4.17%,45.83%,0.0%,0.0%,
2020-04-19,29.4,14.3,20.52,98.0,30.0,71.5,1.9,2682.6,1691.7,7.4,1.78,0.0,0.0%,0.0%,50.0%,0.0%,0.0%,
2020-04-20,29.8,11.0,19.94,97.0,31.0,67.0,243.4,2633.1,1734.0,4.7,1.06,0.0,0.0%,0.0%,54.17%,0.0%,0.0%,
2020-04-21,30.3,11.5,20.02,96.0,30.0,74.0,228.0,2605.2,1706.2,5.6,0.94,0.0,0.0%,0.0%,54.17%,0.0%,0.0%,
2020-04-22,30.3,10.8,19.91,97.0,29.0,72.0,225.1,2501.6,1682.0,6.0,0.95,0.0,0.0%,4.17%,54.17%,0.0%,0.0%,
2020-04-23,30.1,11.5,20.13,98.0,30.0,72.5,187.1,2546.3,1635.2,6.6,1.37,0.0,0.0%,0.0%,54.17%,0.0%,0.0%,
2020-04-24,32.2,14.4,23.38,97.0,23.0,53.5,207.9,2550.5,1656.6,10.2,2.61,0.0,0.0%,0.0%,54.17%,0.0%,0.0%,
2020-04-25,33.9,13.4,23.7,83.0,31.0,53.5,164.7,2472.6,1534.3,7.2,1.57,0.0,0.0%,0.0%,54.17%,0.0%,0.0%,
2020-04-26,23.9,17.5,20.68,96.0,63.0,81.0,19.1,669.1,292.0,7.5,1.48,9.6,0.0%,0.0%,54.17%,0.0%,0.0%,
2020-04-27,23.8,19.6,21.08,89.0,68.0,84.0,78.1,1586.7,781.5,10.8,3.1,0.0,0.0%,0.0%,54.17%,0.0%,0.0%,
2020-04-28,32.1,18.8,24.37,92.0,33.0,63.5,144.0,2322.5,1140.7,11.3,3.08,0.0,0.0%,0.0%,54.17%,0.0%,0.0%,
2020-04-29,27.4,16.6,22.8,86.0,37.0,64.5,28.0,1921.4,943.9,10.9,1.36,0.0,0.0%,0.0%,54.17%,0.0%,0.0%,
2020-04-30,25.3,9.5,16.65,97.0,28.0,72.0,164.1,2487.2,1679.3,5.0,0.9,0.0,0.0%,0.0%,54.17%,0.0%,0.0%,
2020-05-01,25.1,13.3,18.02,92.0,29.0,65.5,78.3,2490.2,1546.0,5.0,0.91,0.0,0.0%,0.0%,54.17%,0.0%,0.0%,
2020-05-02,22.4,9.1,14.94,92.0,32.0,71.0,175.6,2540.0,1604.3,9.9,1.45,0.0,0.0%,0.0%,54.17%,0.0%,0.0%,
2020-05-03,23.9,9.2,15.75,97.0,41.0,75.5,129.5,2503.1,1575.8,7.6,1.39,0.0,0.0%,0.0%,54.17%,0.0%,0.0%,
2020-05-04,18.5,8.5,13.7,98.0,60.0,91.0,9.0,1137.0,386.2,7.0,1.58,4.0,0.0%,0.0%,54.17%,0.0%,0.0%,
2020-05-05,20.5,14.6,17.38,98.0,67.0,89.5,0.0,480.4,238.1,10.3,1.59,14.2,0.0%,0.0%,50.0%,0.0%,0.0%,
2020-05-06,18.8,8.4,12.92,92.0,46.0,75.5,88.8,2072.1,1046.0,8.8,1.5,0.0,0.0%,0.0%,54.17%,0.0%,0.0%,
2020-05-07,18.2,4.6,10.87,98.0,47.0,82.5,111.1,2596.5,1519.7,5.2,0.8,0.0,0.0%,0.0%,54.17%,0.0%,0.0%,
2020-05-08,21.6,4.2,11.38,99.0,47.0,93.0,98.3,2422.4,1479.4,5.8,0.84,0.2,0.0%,0.0%,54.17%,0.0%,0.0%,
2020-05-09,25.1,5.2,13.78,98.0,35.0,90.0,107.8,2397.1,1450.2,4.5,0.94,0.2,0.0%,0.0%,54.17%,0.0%,0.0%,
2020-05-10,28.7,8.6,18.42,95.0,32.0,57.5,89.4,2140.6,1206.8,12.9,2.3,0.0,0.0%,0.0%,54.17%,0.0%,0.0%,
2020-05-11,30.4,18.7,24.1,96.0,40.0,49.5,15.2,1750.1,487.4,12.6,2.6,1.6,0.0%,0.0%,54.17%,0.0%,0.0%,
2020-05-12,19.9,16.4,18.38,98.0,82.0,98.0,0.3,72.8,31.7,15.1,2.32,80.8,0.0%,0.0%,45.83%,0.0%,0.0%,
2020-05-13,19.3,15.1,16.85,99.0,84.0,95.5,0.0,539.4,275.7,6.0,1.2,1.0,0.0%,16.67%,50.0%,0.0%,0.0%,
2020-05-14,18.5,7.2,12.9,99.0,45.0,94.0,97.5,2381.0,1436.1,5.7,1.13,0.4,0.0%,0.0%,54.17%,0.0%,0.0%,
2020-05-15,19.2,4.5,10.95,99.0,32.0,91.0,88.2,2391.5,1387.2,4.7,0.98,0.2,0.0%,0.0%,54.17%,0.0%,0.0%,
2020-05-16,24.3,6.6,13.63,98.0,34.0,88.0,83.6,2238.9,1335.8,5.3,0.76,0.0,0.0%,0.0%,54.17%,0.0%,0.0%,
2020-05-17,27.4,8.3,15.88,95.0,32.0,83.5,88.8,2238.3,1370.7,3.7,0.78,0.0,0.0%,0.0%,54.17%,0.0%,0.0%,
2020-05-18,25.5,8.9,15.95,98.0,46.0,88.5,76.2,2253.4,1364.5,6.0,1.13,0.0,0.0%,0.0%,54.17%,0.0%,0.0%,
2020-05-19,28.3,13.3,18.55,98.0,37.0,84.0,0.1,2238.7,1171.7,7.1,1.72,0.0,0.0%,0.0%,50.0%,0.0%,0.0%,
2020-05-20,30.0,14.0,22.03,90.0,36.0,58.0,61.9,2195.8,1253.8,10.3,2.38,0.0,0.0%,0.0%,54.17%,0.0%,0.0%,
2020-05-21,26.3,17.3,20.78,98.0,45.0,67.0,0.9,165.8,13.6,15.7,2.6,65.2,0.0%,0.0%,54.17%,0.0%,0.0%,
2020-05-22,19.1,16.7,17.43,98.0,87.0,97.0,0.3,617.8,123.9,9.3,1.39,22.2,0.0%,0.0%,37.5%,0.0%,0.0%,
2020-05-23,17.4,12.5,14.36,98.0,75.0,89.5,1.4,720.6,210.45,10.9,2.28,8.2,0.0%,0.0%,41.67%,0.0%,0.0%,
2020-05-24,18.2,11.2,13.69,97.0,55.0,91.0,0.1,1699.5,403.45,9.3,1.35,7.0,0.0%,0.0%,41.67%,0.0%,0.0%,
2020-05-25,19.8,10.5,15.04,85.0,44.0,68.0,79.7,2221.1,1332.8,12.8,2.51,0.0,0.0%,0.0%,54.17%,0.0%,0.0%,
2020-05-26,17.5,10.3,13.69,89.0,56.0,76.0,64.9,2116.2,1205.2,6.7,1.36,0.0,0.0%,0.0%,54.17%,0.0%,0.0%,
2020-05-27,20.5,6.3,12.59,99.0,56.0,87.0,57.1,2210.5,1323.1,2.6,0.42,0.0,0.0%,0.0%,54.17%,58.33%,0.0%,
2020-05-28,24.7,6.9,13.92,99.0,50.0,92.5,48.9,2179.4,1300.4,,,0.2,0.0%,0.0%,54.17%,100.0%,0.0%,
2020-05-29,27.2,7.6,16.03,99.0,32.0,93.0,2.6,2157.8,1190.7,3.5,0.67,0.2,0.0%,0.0%,50.0%,75.0%,0.0%,
2020-05-30,26.7,8.8,15.81,99.0,34.0,90.5,59.3,2109.9,1221.0,4.0,0.75,0.2,0.0%,0.0%,54.17%,0.0%,0.0%,
2020-05-31,15.6,11.4,13.08,98.0,58.0,90.0,9.4,1001.3,287.3,6.3,1.05,0.6,0.0%,0.0%,54.17%,0.0%,0.0%,
2020-06-01,14.3,6.5,10.22,92.0,54.0,83.0,25.2,2193.2,1069.7,5.3,0.97,0.0,0.0%,0.0%,54.17%,0.0%,0.0%,
2020-06-02,14.8,3.5,9.02,99.0,62.0,84.0,48.4,2028.1,1030.9,5.6,0.93,0.0,0.0%,0.0%,50.0%,0.0%,0.0%,
2020-06-03,17.8,3.9,9.78,99.0,54.0,98.0,59.3,2183.6,1299.0,7.3,1.37,0.0,0.0%,0.0%,54.17%,0.0%,0.0%,
2020-06-04,19.7,9.3,13.78,98.0,66.0,88.0,0.1,1950.6,720.7,8.9,2.01,0.0,0.0%,4.17%,50.0%,0.0%,0.0%,
2020-06-05,17.8,14.5,15.72,98.0,79.0,97.0,0.0,403.8,96.6,10.9,2.41,40.8,0.0%,0.0%,45.83%,0.0%,0.0%,
2020-06-06,16.0,12.5,13.86,97.0,73.0,80.5,0.7,776.0,192.65,9.9,2.63,4.6,0.0%,0.0%,41.67%,0.0%,0.0%,
2020-06-07,18.5,11.7,14.72,98.0,68.0,90.5,0.1,1930.2,518.3,6.8,1.54,3.8,0.0%,0.0%,50.0%,0.0%,0.0%,
2020-06-08,19.6,6.7,12.28,99.0,73.0,98.0,26.8,1947.5,842.0,4.3,0.95,0.2,0.0%,0.0%,54.17%,0.0%,0.0%,
2020-06-09,16.3,13.0,14.75,98.0,88.0,95.5,0.4,645.1,354.5,5.4,1.13,0.0,0.0%,0.0%,45.83%,0.0%,0.0%,
2020-06-10,16.1,12.4,14.5,96.0,86.0,93.0,18.6,600.0,357.9,6.6,1.94,0.2,0.0%,0.0%,54.17%,0.0%,0.0%,
2020-06-11,22.0,14.8,16.78,99.0,80.0,97.0,0.0,3000.0,34.55,5.6,1.13,0.2,0.0%,0.0%,16.67%,0.0%,0.0%,
2020-06-12,30.3,17.5,25.22,99.0,50.0,61.0,0.0,2367.7,430.35,20.2,3.87,0.0,0.0%,0.0%,41.67%,0.0%,0.0%,
2020-06-13,26.0,7.6,16.91,96.0,36.0,81.0,0.0,1669.9,700.65,8.5,1.6,4.4,0.0%,0.0%,41.67%,0.0%,0.0%,
2020-06-14,13.1,1.1,7.12,98.0,49.0,84.0,41.3,2146.7,1303.7,7.3,1.4,0.0,0.0%,0.0%,54.17%,0.0%,0.0%,
2020-06-15,12.3,4.6,8.38,96.0,78.0,91.0,27.8,525.5,315.8,7.7,1.92,2.4,0.0%,0.0%,54.17%,0.0%,0.0%,
