data,temp_max,temp_min,temp_media,umid_max,umid_min,umid_mediana,rad_min,rad_max,rad_mediana,vento_raj_max,vento_vel_media,precipitacao_total,temp_inst_faltantes_pct,umidade_faltantes_pct,radiacao_faltantes_pct,vento_vel_faltantes_pct,precipitacao_faltantes_pct,valor_loja_02
2021-04-26,22.3,9.8,15.2,97.0,36.0,81.0,220.7,2276.8,1673.5,6.1,1.07,0.0,0.0%,0.0%,54.17%,0.0%,0.0%,
2021-04-27,21.6,6.9,13.72,99.0,41.0,84.0,153.3,2665.6,1586.2,6.2,1.0,0.2,0.0%,0.0%,54.17%,0.0%,0.0%,
2021-04-28,21.9,6.4,13.07,99.0,43.0,89.5,147.4,2631.1,1681.0,5.6,0.95,0.0,0.0%,0.0%,54.17%,0.0%,0.0%,
2021-04-29,23.7,5.7,13.83,99.0,46.0,88.5,147.5,2588.0,1643.8,6.3,1.23,0.2,0.0%,0.0%,54.17%,0.0%,0.0%,
2021-04-30,27.9,9.6,17.05,99.0,25.0,84.0,125.3,2536.3,1593.4,6.9,1.45,0.0,0.0%,4.17%,54.17%,0.0%,0.0%,
2021-05-01,28.0,11.1,19.16,98.0,40.0,67.0,170.9,2458.8,1475.7,6.9,1.52,0.0,0.0%,0.0%,54.17%,0.0%,0.0%,
2021-05-02,30.0,10.7,19.13,99.0,41.0,84.0,147.2,2410.9,1422.6,5.0,0.96,0.0,0.0%,0.0%,54.17%,0.0%,0.0%,
2021-05-03,33.2,14.6,23.36,96.0,34.0,72.0,164.8,2358.2,1357.0,9.3,1.9,0.0,0.0%,4.17%,54.17%,0.0%,0.0%,
2021-05-04,27.6,19.7,22.54,99.0,46.0,78.0,0.0,192.2,84.2,11.2,1.79,24.8,0.0%,8.33%,45.83%,0.0%,0.0%,
2021-05-05,19.9,13.2,14.74,99.0,84.0,92.0,0.5,685.3,89.55,12.2,2.65,3.6,0.0%,0.0%,25.0%,0.0%,0.0%,
2021-05-06,16.9,11.2,13.6,98.0,50.0,86.0,20.7,1899.1,1101.6,8.0,1.66,0.0,0.0%,0.0%,54.17%,0.0%,0.0%,
2021-05-07,18.7,4.2,10.82,99.0,45.0,90.0,108.5,2506.1,1557.0,2.6,0.52,0.2,0.0%,0.0%,54.17%,66.67%,0.0%,
2021-05-08,20.5,5.5,11.9,99.0,57.0,96.5,106.0,2466.2,1507.1,,,0.2,0.0%,0.0%,54.17%,100.0%,0.0%,
2021-05-09,23.4,10.9,15.1,99.0,56.0,93.0,70.0,2424.3,1246.0,,,0.0,0.0%,0.0%,54.17%,100.0%,0.0%,
2021-05-10,24.5,14.1,17.75,98.0,54.0,88.0,38.1,1687.4,823.3,,,0.0,0.0%,0.0%,54.17%,100.0%,0.0%,
2021-05-11,17.6,12.2,14.38,99.0,46.0,89.5,55.8,2251.7,878.3,,,9.8,0.0%,0.0%,54.17%,100.0%,0.0%,
2021-05-12,18.6,4.2,10.59,100.0,41.0,96.5,97.1,2457.7,1506.1,,,0.2,0.0%,0.0%,54.17%,100.0%,0.0%,
2021-05-13,19.6,3.2,10.4,100.0,40.0,95.5,118.7,2441.6,1504.2,,,0.0,0.0%,0.0%,54.17%,100.0%,0.0%,
2021-05-14,19.9,4.0,10.54,99.0,56.0,97.5,86.4,2380.1,1431.0,,,0.2,0.0%,0.0%,54.17%,100.0%,0.0%,
2021-05-15,21.3,7.0,12.18,99.0,58.0,99.0,61.8,2271.4,938.5,,,0.2,0.0%,0.0%,54.17%,100.0%,0.0%,
2021-05-16,14.8,8.9,11.9,99.0,90.0,99.0,0.0,563.9,257.1,,,0.2,0.0%,0.0%,37.5%,100.0%,0.0%,
2021-05-17,22.6,11.5,15.27,99.0,52.0,96.0,41.0,2217.0,1269.8,,,0.0,0.0%,0.0%,54.17%,100.0%,0.0%,
2021-05-18,19.3,5.4,11.83,100.0,45.0,96.5,76.9,2339.1,1395.0,,,0.2,0.0%,0.0%,54.17%,100.0%,0.0%,
2021-05-19,19.4,3.5,10.13,99.0,51.0,98.5,63.6,2342.1,1382.3,,,0.0,0.0%,0.0%,54.17%,100.0%,0.0%,
2021-05-20,16.2,10.7,12.95,98.0,79.0,95.0,28.2,919.2,334.8,,,5.0,0.0%,0.0%,54.17%,100.0%,0.0%,
2021-05-21,15.0,12.1,13.02,99.0,92.0,99.0,8.0,77.3,32.7,,,45.6,0.0%,0.0%,54.17%,100.0%,0.0%,
2021-05-22,18.7,14.5,16.3,99.0,59.0,90.0,0.2,1366.6,910.9,,,2.2,0.0%,0.0%,45.83%,100.0%,0.0%,
2021-05-23,15.6,11.6,13.45,78.0,59.0,70.0,48.2,1138.0,519.5,,,0.0,0.0%,0.0%,54.17%,100.0%,0.0%,
2021-05-24,17.8,8.4,12.61,95.0,50.0,77.0,69.1,1852.2,1427.0,,,0.0,0.0%,0.0%,54.17%,100.0%,0.0%,
2021-05-25,20.3,4.5,10.78,99.0,38.0,95.0,40.6,2273.4,1293.3,,,0.2,0.0%,0.0%,54.17%,100.0%,0.0%,
2021-05-26,21.2,4.2,11.02,99.0,49.0,95.5,67.5,2240.3,1322.2,,,0.0,0.0%,0.0%,54.17%,100.0%,0.0%,
2021-05-27,23.9,5.6,12.91,100.0,42.0,98.0,63.8,2200.2,1292.5,,,0.2,0.0%,0.0%,54.17%,100.0%,0.0%,
2021-05-28,18.9,10.8,13.93,99.0,70.0,97.5,0.0,135.8,11.7,,,83.8,0.0%,0.0%,45.83%,100.0%,0.0%,
2021-05-29,21.1,12.7,16.39,99.0,39.0,95.5,0.0,2176.4,669.2,,,0.6,0.0%,0.0%,45.83%,100.0%,0.0%,
2021-05-30,15.4,3.2,9.1,99.0,33.0,88.0,54.3,2252.0,1299.5,,,0.0,0.0%,0.0%,54.17%,100.0%,0.0%,
2021-05-31,18.3,1.5,8.4,99.0,45.0,96.0,54.4,2068.1,1247.8,,,0.2,0.0%,0.0%,54.17%,100.0%,0.0%,
2021-06-01,24.1,4.9,12.21,99.0,35.0,97.0,42.9,2088.5,1240.3,,,0.0,0.0%,0.0%,54.17%,100.0%,0.0%,
2021-06-02,23.7,10.6,15.73,97.0,55.0,85.0,25.2,1447.2,716.3,,,0.0,0.0%,4.17%,54.17%,100.0%,0.0%,
2021-06-03,24.7,7.3,14.02,100.0,36.0,97.0,53.8,2087.8,1234.9,,,0.2,0.0%,4.17%,54.17%,100.0%,0.0%,
2021-06-04,31.0,11.0,18.77,98.0,41.0,90.5,37.0,2053.0,1140.3,,,0.0,0.0%,0.0%,54.17%,100.0%,0.0%,
2021-06-05,30.5,15.4,25.54,99.0,43.0,51.0,4.5,1782.4,1020.85,,,18.2,0.0%,0.0%,50.0%,100.0%,0.0%,
2021-06-06,16.1,13.9,15.02,99.0,89.0,96.0,0.0,269.4,174.7,,,9.8,0.0%,0.0%,50.0%,100.0%,0.0%,
2021-06-07,18.2,12.7,15.02,95.0,76.0,87.0,43.9,1145.2,540.1,,,0.0,0.0%,4.17%,54.17%,100.0%,0.0%,
2021-06-08,16.4,14.6,15.27,99.0,86.0,97.0,0.2,509.9,85.2,,,11.2,0.0%,0.0%,41.67%,100.0%,0.0%,
2021-06-09,21.4,14.4,16.66,98.0,77.0,97.0,0.1,1898.7,407.1,,,0.4,0.0%,4.17%,37.5%,100.0%,0.0%,
2021-06-10,21.2,14.2,16.41,100.0,76.0,99.0,0.1,1669.6,273.8,,,1.0,0.0%,0.0%,37.5%,100.0%,0.0%,
2021-06-11,19.0,10.0,14.12,99.0,45.0,93.5,24.2,2097.3,879.8,,,0.2,0.0%,0.0%,54.17%,100.0%,0.0%,
2021-06-12,20.4,5.2,11.63,99.0,41.0,93.5,41.6,2075.3,1242.5,,,0.2,0.0%,0.0%,54.17%,100.0%,0.0%,
2021-06-13,20.7,6.2,12.7,100.0,55.0,94.5,41.2,2092.7,1241.0,,,0.0,0.0%,0.0%,54.17%,100.0%,0.0%,
2021-06-14,24.8,7.5,14.18,100.0,49.0,97.5,44.6,2058.7,1205.0,,,0.2,0.0%,0.0%,54.17%,100.0%,0.0%,
2021-06-15,14.4,8.6,12.0,100.0,87.0,99.0,14.0,811.0,229.2,,,0.4,0.0%,0.0%,54.17%,100.0%,0.0%,
2021-06-16,13.3,4.1,9.45,99.0,55.0,82.0,36.4,2150.4,958.8,,,0.0,0.0%,0.0%,54.17%,100.0%,0.0%,
2021-06-17,14.4,1.7,6.92,100.0,52.0,94.0,35.3,2115.8,1244.7,,,0.0,0.0%,0.0%,54.17%,100.0%,0.0%,
2021-06-18,12.8,1.3,6.63,100.0,74.0,99.0,18.8,1767.4,557.5,,,0.2,0.0%,0.0%,54.17%,100.0%,0.0%,
2021-06-19,14.4,9.2,11.51,98.0,82.0,94.0,3.8,809.4,340.8,,,0.0,0.0%,0.0%,54.17%,100.0%,0.0%,
2021-06-20,15.4,9.9,12.14,100.0,76.0,97.0,0.0,1108.5,221.3,,,0.0,0.0%,0.0%,37.5%,100.0%,0.0%,
2021-06-21,15.0,5.5,10.58,100.0,82.0,99.0,14.8,1592.1,450.8,,,0.0,0.0%,0.0%,54.17%,100.0%,0.0%,
2021-06-22,14.3,12.1,13.2,98.0,88.0,93.0,10.8,361.2,227.4,,,0.2,0.0%,0.0%,54.17%,100.0%,0.0%,
2021-06-23,16.0,11.9,13.7,98.0,83.0,96.0,13.2,817.9,247.3,,,3.4,0.0%,0.0%,54.17%,100.0%,0.0%,
2021-06-24,21.8,14.1,18.16,99.0,57.0,81.0,0.4,1931.4,442.1,,,59.4,0.0%,0.0%,54.17%,100.0%,0.0%,
2021-06-25,17.6,11.5,13.75,99.0,61.0,93.0,52.1,2091.4,1127.3,,,0.0,0.0%,0.0%,54.17%,100.0%,0.0%,
2021-06-26,15.2,10.3,12.39,100.0,89.0,99.0,0.0,172.4,21.3,,,58.0,0.0%,0.0%,45.83%,100.0%,0.0%,
2021-06-27,14.8,8.3,11.13,100.0,66.0,89.0,0.2,869.8,35.0,,,6.4,0.0%,0.0%,16.67%,100.0%,0.0%,
2021-06-28,11.1,4.3,7.52,85.0,51.0,75.0,21.1,1845.4,1158.1,,,0.0,0.0%,0.0%,54.17%,100.0%,0.0%,
2021-06-29,8.2,5.6,6.89,94.0,62.0,73.0,22.2,1051.9,438.6,,,0.4,0.0%,0.0%,54.17%,100.0%,0.0%,
2021-06-30,10.8,7.1,8.64,92.0,71.0,81.5,19.2,674.9,541.0,,,0.0,0.0%,0.0%,54.17%,100.0%,0.0%,
2021-07-01,18.5,5.5,10.49,100.0,55.0,89.0,0.1,2130.2,743.5,,,0.0,0.0%,0.0%,45.83%,100.0%,0.0%,
2021-07-02,21.8,5.5,11.98,99.0,36.0,89.0,27.6,2080.3,1232.4,,,0.2,0.0%,0.0%,54.17%,100.0%,0.0%,
2021-07-03,17.9,4.7,10.19,100.0,54.0,95.0,30.6,2122.8,1247.4,,,0.0,0.0%,0.0%,54.17%,100.0%,0.0%,
2021-07-04,13.8,2.3,7.4,100.0,81.0,99.5,25.3,1185.6,664.5,,,0.2,0.0%,0.0%,54.17%,100.0%,0.0%,
2021-07-05,11.8,6.1,8.99,100.0,96.0,100.0,0.0,771.3,81.3,,,0.2,0.0%,0.0%,25.0%,100.0%,0.0%,
2021-07-06,13.0,9.1,10.46,100.0,96.0,100.0,0.3,712.6,0.85,,,0.2,0.0%,0.0%,0.0%,100.0%,0.0%,
2021-07-07,22.3,7.7,13.62,100.0,53.0,100.0,0.1,1888.8,427.0,,,0.2,0.0%,0.0%,33.33%,100.0%,0.0%,
2021-07-08,22.7,7.4,14.48,100.0,54.0,97.0,28.4,2008.3,1233.9,,,0.0,0.0%,0.0%,54.17%,100.0%,0.0%,
2021-07-09,19.1,7.5,12.49,100.0,73.0,99.0,28.0,2103.1,932.6,,,0.2,0.0%,0.0%,54.17%,100.0%,0.0%,
2021-07-10,26.8,6.6,15.62,100.0,41.0,92.5,34.3,1988.4,1224.1,,,0.2,0.0%,0.0%,54.17%,100.0%,0.0%,
2021-07-11,22.3,10.8,15.28,100.0,66.0,98.5,23.4,1961.9,880.8,,,0.0,0.0%,0.0%,54.17%,100.0%,0.0%,
2021-07-12,25.4,11.6,16.92,100.0,40.0,97.0,0.0,1709.0,831.4,,,0.2,0.0%,0.0%,45.83%,100.0%,0.0%,
2021-07-13,24.6,11.1,16.38,99.0,58.0,92.5,19.0,1495.8,848.0,,,0.0,0.0%,0.0%,54.17%,100.0%,0.0%,
2021-07-14,22.1,14.7,17.82,98.0,68.0,89.0,21.2,1520.0,570.4,,,2.4,0.0%,4.17%,54.17%,100.0%,0.0%,
2021-07-15,16.9,14.3,15.49,99.0,80.0,98.0,2.9,762.4,355.4,,,14.2,0.0%,4.17%,54.17%,100.0%,0.0%,
2021-07-16,16.6,9.8,12.98,98.0,62.0,92.0,26.5,1566.9,1230.3,,,0.0,0.0%,4.17%,54.17%,100.0%,0.0%,
2021-07-17,18.3,5.3,10.58,100.0,48.0,99.0,16.7,1934.4,1120.4,,,0.2,0.0%,0.0%,54.17%,100.0%,0.0%,
2021-07-18,13.3,5.7,9.05,73.0,44.0,61.5,43.6,2278.3,1445.1,,,0.0,0.0%,0.0%,54.17%,100.0%,0.0%,
2021-07-19,14.1,5.1,8.8,90.0,52.0,70.0,46.6,2288.2,1473.2,,,0.0,0.0%,0.0%,54.17%,100.0%,0.0%,
2021-07-20,16.6,-0.1,6.85,100.0,47.0,95.5,44.2,1780.6,1220.5,,,0.2,0.0%,0.0%,54.17%,100.0%,0.0%,
2021-07-21,18.5,0.6,8.16,100.0,43.0,94.0,51.3,2322.1,1475.3,,,0.2,0.0%,0.0%,54.17%,100.0%,0.0%,
2021-07-22,20.5,4.6,10.88,99.0,54.0,91.5,33.5,2215.9,1245.1,,,0.0,0.0%,0.0%,54.17%,100.0%,0.0%,
2021-07-23,28.8,7.3,16.09,99.0,29.0,92.5,54.4,2215.6,1435.5,,,0.2,0.0%,0.0%,54.17%,100.0%,0.0%,
2021-07-24,29.4,8.7,18.18,97.0,32.0,79.0,51.3,2069.8,1269.6,,,0.0,0.0%,0.0%,54.17%,100.0%,0.0%,
2021-07-25,29.0,18.5,25.31,77.0,34.0,40.0,40.6,2393.4,974.7,,,0.0,0.0%,0.0%,54.17%,100.0%,0.0%,
2021-07-26,27.8,16.4,20.48,99.0,40.0,78.0,0.0,177.0,21.1,,,14.6,0.0%,0.0%,45.83%,100.0%,0.0%,
2021-07-27,17.2,5.4,10.24,99.0,33.0,86.0,0.6,2217.0,588.7,,,0.4,0.0%,0.0%,29.17%,100.0%,0.0%,
2021-07-28,10.6,4.1,6.89,78.0,52.0,61.5,69.3,1732.0,729.5,,,0.0,0.0%,0.0%,54.17%,100.0%,0.0%,
2021-07-29,12.5,0.5,5.78,92.0,41.0,78.5,72.5,2380.6,1546.4,,,0.0,0.0%,0.0%,54.17%,100.0%,0.0%,
2021-07-30,14.3,-0.6,5.94,99.0,44.0,89.0,127.2,2414.0,1582.0,,,0.0,0.0%,0.0%,54.17%,100.0%,0.0%,
2021-07-31,17.6,0.8,8.05,99.0,51.0,89.5,54.8,2360.9,1533.7,,,0.2,0.0%,0.0%,54.17%,100.0%,0.0%,
2021-08-01,19.4,2.7,10.08,99.0,47.0,96.0,55.0,2347.7,1532.7,,,0.0,0.0%,0.0%,54.17%,100.0%,0.0%,
2021-08-02,11.5,3.3,7.88,99.0,81.0,95.0,48.5,923.2,571.1,,,0.2,0.0%,0.0%,54.17%,100.0%,0.0%,
2021-08-03,16.7,2.8,8.48,99.0,58.0,99.0,0.2,2377.5,409.9,,,0.2,0.0%,0.0%,37.5%,100.0%,0.0%,
2021-08-04,17.7,5.0,11.25,99.0,66.0,95.5,0.1,2146.7,315.05,,,0.0,0.0%,0.0%,33.33%,100.0%,0.0%,
2021-08-05,20.5,12.7,15.41,99.0,65.0,90.0,44.9,2316.3,1410.1,,,0.0,0.0%,0.0%,54.17%,100.0%,0.0%,
2021-08-06,23.3,12.9,16.95,99.0,56.0,93.5,14.4,1838.0,1147.0,,,0.0,0.0%,0.0%,54.17%,100.0%,0.0%,
2021-08-07,27.8,14.2,21.22,95.0,41.0,65.5,82.3,2279.4,1446.8,,,0.0,0.0%,0.0%,54.17%,100.0%,0.0%,
2021-08-08,29.8,16.6,22.65,91.0,39.0,67.0,96.7,2349.8,1533.5,,,0.0,0.0%,0.0%,54.17%,100.0%,0.0%,
2021-08-09,25.0,16.6,20.74,98.0,43.0,71.5,10.5,907.1,289.2,,,1.6,0.0%,0.0%,54.17%,100.0%,0.0%,
2021-08-10,18.7,12.9,14.19,99.0,83.0,95.0,0.3,555.5,240.75,,,1.2,0.0%,0.0%,50.0%,100.0%,0.0%,
2021-08-11,15.2,7.7,11.25,99.0,48.0,84.5,0.6,2539.4,1361.75,,,0.0,0.0%,0.0%,50.0%,100.0%,0.0%,
2021-08-12,12.2,1.9,7.28,99.0,58.0,87.5,150.3,1957.8,1193.7,,,0.2,0.0%,0.0%,54.17%,100.0%,0.0%,
2021-08-13,18.8,9.1,13.06,93.0,61.0,82.0,2.1,2464.8,1004.9,,,0.0,0.0%,0.0%,50.0%,100.0%,0.0%,
2021-08-14,21.1,10.4,14.76,98.0,62.0,89.0,0.6,2514.4,1068.2,,,0.0,0.0%,0.0%,50.0%,100.0%,0.0%,
2021-08-15,22.0,9.6,14.89,99.0,53.0,95.5,72.1,2358.7,1195.9,,,0.0,0.0%,0.0%,54.17%,100.0%,0.0%,
2021-08-16,16.7,9.7,13.6,99.0,84.0,98.5,0.0,806.1,96.6,,,0.2,0.0%,0.0%,25.0%,100.0%,0.0%,
2021-08-17,23.0,11.3,15.92,99.0,73.0,99.0,0.1,1937.3,201.6,,,0.0,0.0%,0.0%,20.83%,100.0%,0.0%,
2021-08-18,26.4,15.8,20.1,99.0,69.0,93.5,1.6,2280.1,1152.3,,,1.6,0.0%,8.33%,50.0%,100.0%,0.0%,
2021-08-19,35.1,16.8,26.41,99.0,24.0,39.0,106.6,2428.1,1575.4,,,0.0,0.0%,4.17%,54.17%,100.0%,0.0%,
2021-08-20,31.4,16.5,22.38,97.0,30.0,70.0,1.7,548.8,104.5,,,3.4,0.0%,0.0%,54.17%,100.0%,0.0%,
2021-08-21,18.1,13.9,15.57,98.0,84.0,96.0,0.1,1596.3,33.3,,,4.6,0.0%,0.0%,25.0%,100.0%,0.0%,
2021-08-22,30.3,13.6,22.13,99.0,30.0,58.5,2.2,2003.1,1006.1,,,0.0,0.0%,0.0%,50.0%,100.0%,0.0%,
2021-08-23,18.9,15.5,16.94,96.0,44.0,82.0,3.2,1686.7,796.25,,,0.0,0.0%,0.0%,50.0%,100.0%,0.0%,
2021-08-24,17.6,13.1,15.0,99.0,64.0,93.0,0.2,800.1,55.1,,,14.6,0.0%,0.0%,41.67%,100.0%,0.0%,
2021-08-25,16.3,13.9,14.45,99.0,95.0,99.0,0.0,122.1,5.25,,,81.4,0.0%,0.0%,8.33%,100.0%,0.0%,
2021-08-26,18.7,10.6,13.9,99.0,51.0,88.5,0.0,2666.6,228.2,,,9.0,0.0%,0.0%,12.5%,100.0%,0.0%,
2021-08-27,19.4,6.0,11.48,100.0,54.0,96.0,5.7,2816.4,1769.7,,,0.2,0.0%,0.0%,50.0%,100.0%,0.0%,
2021-08-28,20.6,6.3,13.14,100.0,67.0,89.0,6.9,2771.5,1789.95,,,0.2,0.0%,0.0%,50.0%,100.0%,0.0%,
2021-08-29,24.3,11.5,16.94,99.0,58.0,88.0,6.8,2740.3,1556.85,,,0.0,0.0%,4.17%,50.0%,100.0%,0.0%,
2021-08-30,25.8,12.5,18.63,100.0,50.0,87.5,0.5,2767.1,1721.1,,,0.2,0.0%,0.0%,45.83%,100.0%,0.0%,
2021-08-31,28.0,14.5,20.94,99.0,40.0,68.0,0.1,2788.2,1731.1,,,0.0,0.0%,4.17%,45.83%,100.0%,0.0%,
2021-09-01,29.6,14.2,21.89,97.0,40.0,63.0,4.0,2779.7,1738.9,,,0.0,0.0%,0.0%,45.83%,100.0%,0.0%,
2021-09-02,30.3,15.6,22.96,85.0,38.0,59.0,1.3,2092.1,912.2,,,0.2,0.0%,4.17%,45.83%,100.0%,0.0%,
2021-09-03,20.6,15.2,17.8,98.0,68.0,87.0,0.3,1038.4,455.3,,,0.0,0.0%,0.0%,45.83%,100.0%,0.0%,
2021-09-04,20.7,13.1,15.84,99.0,67.0,93.5,2.8,2261.3,761.4,,,5.0,0.0%,0.0%,45.83%,100.0%,0.0%,
2021-09-05,20.5,14.1,16.02,99.0,68.0,94.0,0.3,1173.3,529.75,,,12.4,0.0%,0.0%,41.67%,100.0%,0.0%,
2021-09-06,20.9,10.8,15.85,99.0,67.0,95.5,0.1,1997.3,463.6,,,0.2,0.0%,0.0%,37.5%,100.0%,0.0%,
2021-09-07,18.7,15.4,16.46,99.0,79.0,98.0,0.4,1058.1,102.8,,,51.4,0.0%,4.17%,45.83%,100.0%,0.0%,
2021-09-08,21.5,15.8,18.06,100.0,76.0,93.0,0.1,917.0,85.85,,,71.4,0.0%,12.5%,25.0%,100.0%,0.0%,
2021-09-09,18.7,12.3,14.43,92.0,64.0,77.0,7.1,1490.1,571.5,,,0.0,0.0%,4.17%,45.83%,100.0%,0.0%,
2021-09-10,17.0,12.6,14.38,93.0,66.0,75.0,3.4,1602.2,606.2,5.0,1.3,0.0,0.0%,0.0%,45.83%,79.17%,0.0%,
2021-09-11,20.8,13.1,16.11,95.0,56.0,79.0,11.6,3034.7,1342.3,5.3,1.24,0.0,0.0%,0.0%,45.83%,0.0%,0.0%,
2021-09-12,26.5,11.9,17.3,100.0,66.0,93.0,0.4,2776.8,1297.5,5.8,1.86,0.2,0.0%,0.0%,41.67%,0.0%,0.0%,
2021-09-13,30.3,17.9,22.7,99.0,42.0,87.0,0.1,1536.1,145.7,17.6,3.75,26.4,0.0%,0.0%,45.83%,0.0%,0.0%,
2021-09-14,22.0,14.8,18.12,100.0,76.0,97.0,0.3,1933.8,48.25,9.2,1.7,0.2,0.0%,4.17%,16.67%,0.0%,0.0%,
2021-09-15,19.4,6.6,13.16,100.0,30.0,83.5,16.7,3153.0,2105.0,7.1,1.27,0.2,0.0%,0.0%,45.83%,0.0%,0.0%,
2021-09-16,20.6,6.0,12.93,100.0,49.0,85.0,30.9,3148.7,2017.9,10.1,1.98,0.0,0.0%,0.0%,45.83%,0.0%,0.0%,
2021-09-17,14.6,10.7,12.75,99.0,71.0,92.5,9.5,474.7,170.0,8.1,2.12,5.6,0.0%,0.0%,45.83%,0.0%,0.0%,
2021-09-18,24.0,13.9,17.55,100.0,65.0,97.5,0.4,3068.7,21.7,8.5,1.99,0.2,0.0%,0.0%,4.17%,0.0%,0.0%,
2021-09-19,23.0,16.9,19.1,99.0,80.0,93.0,0.1,2452.9,633.3,9.0,2.67,0.0,0.0%,4.17%,37.5%,0.0%,0.0%,
2021-09-20,28.8,18.0,22.35,100.0,59.0,92.0,0.1,2403.1,908.9,14.0,2.32,0.0,0.0%,0.0%,37.5%,0.0%,0.0%,
2021-09-21,21.4,14.1,16.98,98.0,49.0,82.0,0.0,2683.0,564.5,9.4,3.55,0.0,0.0%,8.33%,29.17%,0.0%,0.0%,
2021-09-22,20.5,10.1,14.85,94.0,53.0,74.5,34.8,3117.8,1421.3,13.2,3.25,0.0,0.0%,0.0%,45.83%,0.0%,0.0%,
2021-09-23,16.8,12.7,14.64,94.0,68.0,81.5,18.8,962.4,334.4,11.0,2.35,0.0,0.0%,0.0%,45.83%,0.0%,0.0%,
2021-09-24,21.0,9.1,14.25,100.0,55.0,94.5,26.3,2066.8,903.7,6.0,1.12,0.0,0.0%,0.0%,45.83%,0.0%,0.0%,
2021-09-25,22.1,9.6,15.58,100.0,50.0,87.0,25.9,3225.1,1819.6,6.1,1.44,0.0,0.0%,0.0%,45.83%,0.0%,0.0%,
2021-09-26,25.2,9.5,15.93,100.0,55.0,99.0,25.0,3174.4,1083.3,5.9,1.25,0.2,0.0%,0.0%,45.83%,0.0%,0.0%,
2021-09-27,26.6,13.7,19.74,100.0,66.0,93.0,0.4,3201.9,550.45,6.4,1.7,0.0,0.0%,0.0%,25.0%,0.0%,0.0%,
2021-09-28,21.1,15.6,17.81,100.0,89.0,98.5,1.3,644.6,103.2,8.2,2.08,17.4,0.0%,0.0%,41.67%,0.0%,0.0%,
2021-09-29,24.0,14.1,18.18,100.0,60.0,92.0,1.0,3170.4,1410.1,9.7,2.3,1.0,0.0%,0.0%,37.5%,0.0%,0.0%,
2021-09-30,24.1,15.4,18.17,100.0,70.0,89.0,0.7,2550.0,1152.1,11.0,3.45,16.2,0.0%,4.17%,45.83%,0.0%,0.0%,
2021-10-01,23.2,16.6,18.76,100.0,65.0,100.0,0.1,1911.8,140.6,10.2,1.8,28.6,0.0%,0.0%,12.5%,0.0%,0.0%,
2021-10-02,23.4,13.2,18.08,100.0,67.0,86.0,48.2,2918.6,1596.1,8.5,2.19,0.0,0.0%,0.0%,45.83%,0.0%,0.0%,
2021-10-03,23.4,14.7,18.08,100.0,64.0,86.0,12.7,2612.5,741.6,11.1,2.03,10.8,0.0%,0.0%,45.83%,0.0%,0.0%,
2021-10-04,19.5,11.6,15.29,99.0,43.0,79.0,17.0,3279.9,1016.3,6.2,1.3,0.0,0.0%,0.0%,45.83%,0.0%,0.0%,
2021-10-05,21.3,7.2,14.02,100.0,41.0,83.5,57.1,3489.7,2322.8,8.4,1.86,0.2,0.0%,0.0%,45.83%,0.0%,0.0%,
2021-10-06,20.9,11.9,16.33,96.0,64.0,74.0,29.5,1494.0,738.4,5.9,1.35,0.0,0.0%,0.0%,45.83%,0.0%,0.0%,
2021-10-07,19.4,9.4,14.21,100.0,45.0,75.0,41.0,3441.4,1584.7,11.6,2.64,0.0,0.0%,0.0%,45.83%,0.0%,0.0%,
2021-10-08,21.4,10.3,15.49,99.0,61.0,73.0,52.8,3106.9,1294.3,10.6,3.05,0.0,0.0%,0.0%,45.83%,0.0%,0.0%,
2021-10-09,21.3,14.3,17.25,100.0,69.0,89.0,0.4,2202.3,304.7,10.6,2.99,12.4,0.0%,0.0%,29.17%,0.0%,0.0%,
2021-10-10,24.6,16.9,19.82,95.0,63.0,86.0,0.5,2949.8,1341.25,9.5,2.82,0.0,0.0%,0.0%,41.67%,0.0%,0.0%,
2021-10-11,24.0,15.8,18.43,100.0,62.0,91.0,0.2,2386.7,375.2,9.5,2.3,45.6,0.0%,4.17%,37.5%,0.0%,0.0%,
2021-10-12,26.8,14.4,20.0,100.0,52.0,88.0,42.2,3123.5,1976.7,6.0,1.12,0.0,0.0%,4.17%,45.83%,0.0%,0.0%,
2021-10-13,31.8,14.3,21.9,100.0,36.0,98.5,29.6,2843.7,1804.8,7.8,1.56,1.2,0.0%,0.0%,45.83%,0.0%,0.0%,
2021-10-14,28.6,19.0,22.63,99.0,54.0,83.5,49.3,2967.3,1245.2,8.0,1.35,2.6,0.0%,0.0%,45.83%,0.0%,0.0%,
2021-10-15,22.9,13.8,18.92,100.0,85.0,97.0,0.8,650.3,204.2,15.1,2.47,19.0,0.0%,4.17%,41.67%,0.0%,0.0%,
2021-10-16,20.2,12.3,15.13,99.0,66.0,85.0,0.2,2173.3,620.6,8.6,2.32,1.8,0.0%,0.0%,25.0%,0.0%,0.0%,
2021-10-17,22.1,10.5,16.36,97.0,48.0,74.5,62.0,3505.2,2432.7,9.3,2.51,0.0,0.0%,0.0%,45.83%,0.0%,0.0%,
2021-10-18,23.9,9.7,16.85,100.0,40.0,77.5,0.8,3680.2,2075.75,7.4,2.05,0.0,0.0%,0.0%,41.67%,0.0%,0.0%,
2021-10-19,24.4,11.1,17.84,100.0,33.0,77.0,0.7,3686.2,2036.75,8.1,2.09,0.0,0.0%,0.0%,41.67%,0.0%,0.0%,
